id,countryid,recorddate,cases,deaths
39350,391,2020-05-24,9,250
39351,391,2020-05-23,16,240
39352,391,2020-05-22,10,410
39353,391,2020-05-21,6,137
39354,391,2020-05-20,0,0
39355,391,2020-05-19,8,302
39356,391,2020-05-18,6,325
39357,391,2020-05-17,0,0
39358,391,2020-05-16,0,0
39359,391,2020-05-15,1,146
39360,391,2020-05-14,10,157
39361,391,2020-05-13,6,135
39362,391,2020-05-12,4,163
39363,391,2020-05-11,6,199
39364,391,2020-05-10,5,53
39365,391,2020-05-09,7,181
39366,391,2020-05-08,3,78
39367,391,2020-05-07,4,74
39368,391,2020-05-06,4,100
39369,391,2020-05-05,0,0
39370,391,2020-05-04,0,86
39371,391,2020-05-03,10,150
39372,391,2020-05-02,0,0
39373,391,2020-05-01,3,67
39374,391,2020-04-30,3,57
39375,391,2020-04-29,3,43
39376,391,2020-04-28,1,38
39377,391,2020-04-27,4,24
39378,391,2020-04-26,1,39
39379,391,2020-04-25,3,12
39380,391,2020-04-24,0,22
39381,391,2020-04-23,1,33
39382,391,2020-04-22,0,15
39383,391,2020-04-21,2,26
39384,391,2020-04-20,0,0
39385,391,2020-04-19,5,34
39386,391,2020-04-18,0,0
39387,391,2020-04-17,0,0
39388,391,2020-04-16,0,0
39389,391,2020-04-15,1,3
39390,391,2020-04-14,2,10
39391,391,2020-04-13,0,0
39392,391,2020-04-12,0,4
39393,391,2020-04-11,0,1
39394,391,2020-04-10,0,0
39395,391,2020-04-09,0,0
39396,391,2020-04-08,0,2
39397,391,2020-04-07,0,0
39398,391,2020-04-06,0,2
39399,391,2020-04-05,0,3
39400,391,2020-04-04,0,0
39401,391,2020-04-03,0,0
39402,391,2020-04-02,0,0
39403,391,2020-04-01,0,1
39404,391,2020-03-31,1,1
39405,391,2020-03-30,0,0
39406,391,2020-03-29,0,2
39407,391,2020-03-28,0,0
39408,391,2020-03-27,0,0
39409,391,2020-03-26,0,0
39410,391,2020-03-25,0,1
39411,391,2020-03-24,0,0
39412,391,2020-03-23,0,0
39413,391,2020-03-22,0,0
39414,391,2020-03-21,0,0
39415,391,2020-03-20,0,0
39416,391,2020-03-19,0,1
39417,391,2020-03-18,0,0
39418,391,2020-03-17,0,0
39419,391,2020-03-16,0,0
39420,391,2020-03-15,1,0
39421,391,2020-03-14,0,1
39422,392,2020-06-22,0,12
39423,392,2020-06-21,0,9
39424,392,2020-06-20,1,16
39425,392,2020-06-19,1,16
39426,392,2020-06-18,0,25
39427,392,2020-06-17,1,7
39428,392,2020-06-16,2,21
39429,392,2020-06-15,0,12
39430,392,2020-06-14,0,9
39431,392,2020-06-13,1,19
39432,392,2020-06-12,0,31
39433,392,2020-06-11,0,0
39434,392,2020-06-10,0,7
39435,392,2020-06-09,1,8
39436,392,2020-06-08,0,22
39437,392,2020-06-07,0,9
39438,392,2020-06-06,0,9
39439,392,2020-06-05,0,8
39440,392,2020-06-04,0,20
39441,392,2020-06-03,0,10
39442,392,2020-06-02,0,21
39443,392,2020-06-01,0,9
39444,392,2020-05-31,0,2
39445,392,2020-05-30,0,0
39446,392,2020-05-29,0,0
39447,392,2020-05-28,0,1
39448,392,2020-05-27,0,0
39449,392,2020-05-26,0,0
39450,392,2020-05-25,0,0
39451,392,2020-05-24,0,0
39452,392,2020-05-23,0,0
39453,392,2020-05-22,0,0
39454,392,2020-05-21,0,0
39455,392,2020-05-20,0,0
39456,392,2020-05-19,0,1
39457,392,2020-05-18,0,0
39458,392,2020-05-17,0,0
39459,392,2020-05-16,0,0
39460,392,2020-05-15,0,0
39461,392,2020-05-14,0,0
39462,392,2020-05-13,0,0
39463,392,2020-05-12,0,0
39464,392,2020-05-11,0,0
39465,392,2020-05-10,0,0
39466,392,2020-05-09,0,0
39467,392,2020-05-08,0,0
39468,392,2020-05-07,0,0
39469,392,2020-05-06,0,0
39470,392,2020-05-05,0,0
39471,392,2020-05-04,0,0
39472,392,2020-05-03,0,0
39473,392,2020-05-02,0,0
39474,392,2020-05-01,0,0
39475,392,2020-04-30,0,0
39476,392,2020-04-29,0,0
39477,392,2020-04-28,0,0
39478,392,2020-04-27,0,0
39479,392,2020-04-26,0,0
39480,392,2020-04-25,0,0
39481,392,2020-04-24,0,0
39482,392,2020-04-23,0,0
39483,392,2020-04-22,0,0
39484,392,2020-04-21,0,0
39485,392,2020-04-20,0,0
39486,392,2020-04-19,0,0
39487,392,2020-04-18,0,0
39488,392,2020-04-17,0,0
39489,392,2020-04-16,0,0
39490,392,2020-04-15,0,0
39491,392,2020-04-14,0,0
39492,392,2020-04-13,0,0
39493,392,2020-04-12,0,0
39494,392,2020-04-11,0,0
39495,392,2020-04-10,0,0
39496,392,2020-04-09,0,0
39497,392,2020-04-08,0,0
39498,392,2020-04-07,0,0
39499,392,2020-04-06,0,0
39500,392,2020-04-05,0,0
39501,392,2020-04-04,1,0
39502,392,2020-04-03,0,0
39503,392,2020-04-02,0,0
39504,392,2020-04-01,0,2
39505,392,2020-03-31,0,0
39506,392,2020-03-30,0,0
39507,392,2020-03-29,0,0
39508,392,2020-03-28,0,0
39509,392,2020-03-27,0,0
39510,392,2020-03-26,0,0
39511,392,2020-03-25,0,2
39512,392,2020-03-24,0,1
39513,392,2020-03-23,0,0
39514,392,2020-03-22,0,4
39515,392,2020-03-21,0,0
39516,392,2020-03-15,0,1
39517,393,2020-06-22,0,0
39518,393,2020-06-21,0,0
39519,393,2020-06-20,0,0
39520,393,2020-06-19,12,1481
39521,393,2020-06-18,102,1239
39522,393,2020-06-17,48,940
39523,393,2020-06-16,17,769
39524,393,2020-06-15,0,683
39525,393,2020-06-14,20,1247
39526,393,2020-06-13,40,1396
39527,393,2020-06-12,19,1474
39528,393,2020-06-11,78,890
39529,393,2020-06-10,23,791
39530,393,2020-06-09,35,403
39531,393,2020-06-08,3,843
39532,393,2020-06-07,17,948
39533,393,2020-06-06,77,1056
39534,393,2020-06-05,20,1080
39535,393,2020-06-04,74,2214
39536,393,2020-06-03,65,775
39537,393,2020-06-02,8,272
39538,393,2020-06-01,0,429
39539,393,2020-05-31,45,637
39540,393,2020-05-30,84,749
39541,393,2020-05-29,46,639
39542,393,2020-05-28,95,648
39543,393,2020-05-27,96,597
39544,393,2020-05-26,31,384
39545,393,2020-05-25,6,271
39546,393,2020-05-24,67,379
39547,393,2020-05-23,54,637
39548,393,2020-05-22,40,649
39549,393,2020-05-21,88,724
39550,393,2020-05-20,45,422
39551,393,2020-05-19,19,234
39552,393,2020-05-18,5,466
39553,393,2020-05-17,28,470
39554,393,2020-05-16,117,625
39555,393,2020-05-15,69,673
39556,393,2020-05-14,147,637
39557,393,2020-05-13,57,602
39558,393,2020-05-12,31,348
39559,393,2020-05-11,5,401
39560,393,2020-05-10,45,656
39561,393,2020-05-09,135,642
39562,393,2020-05-08,99,705
39563,393,2020-05-07,87,702
39564,393,2020-05-06,85,495
39565,393,2020-05-05,90,404
39566,393,2020-05-04,10,235
39567,393,2020-05-03,16,562
39568,393,2020-05-02,67,428
39569,393,2020-05-01,124,790
39570,393,2020-04-30,107,681
39571,393,2020-04-29,81,695
39572,393,2020-04-28,80,286
39573,393,2020-04-27,2,463
39574,393,2020-04-26,40,610
39575,393,2020-04-25,131,812
39576,393,2020-04-24,84,751
39577,393,2020-04-23,172,682
39578,393,2020-04-22,185,545
39579,393,2020-04-21,40,392
39580,393,2020-04-20,29,563
39581,393,2020-04-19,111,606
39582,393,2020-04-18,67,676
39583,393,2020-04-17,130,613
39584,393,2020-04-16,170,482
39585,393,2020-04-15,114,497
39586,393,2020-04-14,20,465
39587,393,2020-04-13,12,332
39588,393,2020-04-12,17,466
39589,393,2020-04-11,77,544
39590,393,2020-04-10,106,722
39591,393,2020-04-09,96,726
39592,393,2020-04-08,114,487
39593,393,2020-04-07,76,376
39594,393,2020-04-06,28,387
39595,393,2020-04-05,40,365
39596,393,2020-04-04,51,612
39597,393,2020-04-03,43,519
39598,393,2020-04-02,59,512
39599,393,2020-04-01,34,407
39600,393,2020-03-31,36,328
39601,393,2020-03-30,8,253
39602,393,2020-03-29,10,401
39603,393,2020-03-28,26,240
39604,393,2020-03-27,24,296
39605,393,2020-03-26,6,238
39606,393,2020-03-25,11,256
39607,393,2020-03-24,4,110
39608,393,2020-03-23,1,160
39609,393,2020-03-22,4,123
39610,393,2020-03-21,6,200
39611,393,2020-03-20,0,122
39612,393,2020-03-19,2,134
39613,393,2020-03-18,1,46
39614,393,2020-03-17,4,89
39615,393,2020-03-16,2,108
39616,393,2020-03-15,0,149
39617,393,2020-03-14,0,155
39618,393,2020-03-13,0,158
39619,393,2020-03-12,1,136
39620,393,2020-03-11,0,78
39621,393,2020-03-10,0,45
39622,393,2020-03-09,0,42
39623,393,2020-03-08,0,24
39624,393,2020-03-07,0,76
39625,393,2020-03-06,0,26
39626,393,2020-03-05,0,11
39627,393,2020-03-04,0,9
39628,393,2020-03-03,0,1
39629,393,2020-03-02,0,1
39630,393,2020-03-01,0,1
39631,393,2020-02-29,0,5
39632,393,2020-02-28,0,5
39633,393,2020-02-27,0,1
39634,393,2020-02-26,0,0
39635,393,2020-02-25,0,0
39636,393,2020-02-24,0,0
39637,393,2020-02-23,0,0
39638,393,2020-02-22,0,0
39639,393,2020-02-21,0,0
39640,393,2020-02-20,0,0
39641,393,2020-02-19,0,0
39642,393,2020-02-18,0,0
39643,393,2020-02-17,0,0
39644,393,2020-02-16,0,0
39645,393,2020-02-15,0,0
39646,393,2020-02-14,0,0
39647,393,2020-02-13,0,0
39648,393,2020-02-12,0,0
39649,393,2020-02-11,0,0
39650,393,2020-02-10,0,0
39651,393,2020-02-09,0,0
39652,393,2020-02-08,0,0
39653,393,2020-02-07,0,0
39654,393,2020-02-06,0,0
39655,393,2020-02-05,0,0
39656,393,2020-02-04,0,0
39657,393,2020-02-03,0,0
39658,393,2020-02-02,0,0
39659,393,2020-02-01,0,1
39660,393,2020-01-31,0,0
39661,393,2020-01-30,0,0
39662,393,2020-01-29,0,0
39663,393,2020-01-28,0,0
39664,393,2020-01-27,0,0
39665,393,2020-01-26,0,0
39666,393,2020-01-25,0,0
39667,393,2020-01-24,0,0
39668,393,2020-01-23,0,0
39669,393,2020-01-22,0,0
39670,393,2020-01-21,0,0
39671,393,2020-01-20,0,0
39672,393,2020-01-19,0,0
39673,393,2020-01-18,0,0
39674,393,2020-01-17,0,0
39675,393,2020-01-16,0,0
39676,393,2020-01-15,0,0
39677,393,2020-01-14,0,0
39678,393,2020-01-13,0,0
39679,393,2020-01-12,0,0
39680,393,2020-01-11,0,0
39681,393,2020-01-10,0,0
39682,393,2020-01-09,0,0
39683,393,2020-01-08,0,0
39684,393,2020-01-07,0,0
39685,393,2020-01-06,0,0
39686,393,2020-01-05,0,0
39687,393,2020-01-04,0,0
39688,393,2020-01-03,0,0
39689,393,2020-01-02,0,0
39690,393,2020-01-01,0,0
39691,393,2019-12-31,0,0
39692,394,2020-06-22,0,0
39693,394,2020-06-21,0,0
39694,394,2020-06-20,3,92
39695,394,2020-06-19,0,17
39696,394,2020-06-18,0,37
39697,394,2020-06-17,1,15
39698,394,2020-06-16,0,14
39699,394,2020-06-15,0,23
39700,394,2020-06-14,0,31
39701,394,2020-06-13,2,19
39702,394,2020-06-12,0,33
39703,394,2020-06-11,12,23
39704,394,2020-06-10,2,16
39705,394,2020-06-09,0,7
39706,394,2020-06-08,0,9
39707,394,2020-06-07,1,20
39708,394,2020-06-06,0,23
39709,394,2020-06-05,0,20
39710,394,2020-06-04,3,19
39711,394,2020-06-03,0,3
39712,394,2020-06-02,0,9
39713,394,2020-06-01,0,17
39714,394,2020-05-31,0,17
39715,394,2020-05-30,2,32
39716,394,2020-05-29,7,35
39717,394,2020-05-28,0,0
39718,394,2020-05-27,6,15
39719,394,2020-05-26,0,10
39720,394,2020-05-25,0,11
39721,394,2020-05-24,4,18
39722,394,2020-05-23,0,13
39723,394,2020-05-22,8,36
39724,394,2020-05-21,16,40
39725,394,2020-05-20,11,21
39726,394,2020-05-19,0,10
39727,394,2020-05-18,1,15
39728,394,2020-05-17,7,58
39729,394,2020-05-16,6,51
39730,394,2020-05-15,25,50
39731,394,2020-05-14,3,33
39732,394,2020-05-13,18,36
39733,394,2020-05-12,5,39
39734,394,2020-05-11,6,54
39735,394,2020-05-10,6,44
39736,394,2020-05-09,8,81
39737,394,2020-05-08,13,66
39738,394,2020-05-07,22,51
39739,394,2020-05-06,6,28
39740,394,2020-05-05,4,76
39741,394,2020-05-04,6,88
39742,394,2020-05-03,32,112
39743,394,2020-05-02,12,119
39744,394,2020-05-01,15,179
39745,394,2020-04-30,28,143
39746,394,2020-04-29,27,100
39747,394,2020-04-28,16,103
39748,394,2020-04-27,8,167
39749,394,2020-04-26,20,216
39750,394,2020-04-25,41,181
39751,394,2020-04-24,51,228
39752,394,2020-04-23,30,205
39753,394,2020-04-22,45,155
39754,394,2020-04-21,7,168
39755,394,2020-04-20,24,336
39756,394,2020-04-19,52,325
39757,394,2020-04-18,42,346
39758,394,2020-04-17,43,315
39759,394,2020-04-16,73,583
39760,394,2020-04-15,42,254
39761,394,2020-04-14,0,279
39762,394,2020-04-13,27,400
39763,394,2020-04-12,26,592
39764,394,2020-04-11,49,733
39765,394,2020-04-10,51,785
39766,394,2020-04-09,64,546
39767,394,2020-04-08,57,590
39768,394,2020-04-07,25,552
39769,394,2020-04-06,19,821
39770,394,2020-04-05,56,974
39771,394,2020-04-04,52,1033
39772,394,2020-04-03,54,1124
39773,394,2020-04-02,5,962
39774,394,2020-04-01,78,696
39775,394,2020-03-31,38,1138
39776,394,2020-03-30,22,1122
39777,394,2020-03-29,38,1048
39778,394,2020-03-28,36,1390
39779,394,2020-03-27,58,1000
39780,394,2020-03-26,17,925
39781,394,2020-03-25,20,774
39782,394,2020-03-24,6,1044
39783,394,2020-03-23,4,894
39784,394,2020-03-22,13,1237
39785,394,2020-03-21,10,952
39786,394,2020-03-20,12,878
39787,394,2020-03-19,2,360
39788,394,2020-03-18,5,450
39789,394,2020-03-17,1,0
39790,394,2020-03-16,2,841
39791,394,2020-03-15,4,238
39792,394,2020-03-14,3,267
39793,394,2020-03-13,0,212
39794,394,2020-03-12,1,152
39795,394,2020-03-11,1,116
39796,394,2020-03-10,0,42
39797,394,2020-03-09,1,68
39798,394,2020-03-08,0,55
39799,394,2020-03-07,0,122
39800,394,2020-03-06,1,30
39801,394,2020-03-05,0,20
39802,394,2020-03-04,0,7
39803,394,2020-03-03,0,6
39804,394,2020-03-02,0,6
39805,394,2020-03-01,0,6
39806,394,2020-02-29,0,4
39807,394,2020-02-28,0,7
39808,394,2020-02-27,0,0
39809,394,2020-02-26,0,1
39810,394,2020-02-25,0,0
39811,394,2020-02-24,0,0
39812,394,2020-02-23,0,0
39813,394,2020-02-22,0,0
39814,394,2020-02-21,0,0
39815,394,2020-02-20,0,0
39816,394,2020-02-19,0,0
39817,394,2020-02-18,0,0
39818,394,2020-02-17,0,0
39819,394,2020-02-16,0,0
39820,394,2020-02-15,0,0
39821,394,2020-02-14,0,0
39822,394,2020-02-13,0,0
39823,394,2020-02-12,0,0
39824,394,2020-02-11,0,0
39825,394,2020-02-10,0,0
39826,394,2020-02-09,0,0
39827,394,2020-02-08,0,0
39828,394,2020-02-07,0,0
39829,394,2020-02-06,0,0
39830,394,2020-02-05,0,0
39831,394,2020-02-04,0,0
39832,394,2020-02-03,0,0
39833,394,2020-02-02,0,0
39834,394,2020-02-01,0,0
39835,394,2020-01-31,0,0
39836,394,2020-01-30,0,0
39837,394,2020-01-29,0,0
39838,394,2020-01-28,0,0
39839,394,2020-01-27,0,0
39840,394,2020-01-26,0,0
39841,394,2020-01-25,0,0
39842,394,2020-01-24,0,0
39843,394,2020-01-23,0,0
39844,394,2020-01-22,0,0
39845,394,2020-01-21,0,0
39846,394,2020-01-20,0,0
39847,394,2020-01-19,0,0
39848,394,2020-01-18,0,0
39849,394,2020-01-17,0,0
39850,394,2020-01-16,0,0
39851,394,2020-01-15,0,0
39852,394,2020-01-14,0,0
39853,394,2020-01-13,0,0
39854,394,2020-01-12,0,0
39855,394,2020-01-11,0,0
39856,394,2020-01-10,0,0
39857,394,2020-01-09,0,0
39858,394,2020-01-08,0,0
39859,394,2020-01-07,0,0
39860,394,2020-01-06,0,0
39861,394,2020-01-05,0,0
39862,394,2020-01-04,0,0
39863,394,2020-01-03,0,0
39864,394,2020-01-02,0,0
39865,394,2020-01-01,0,0
39866,394,2019-12-31,0,0
39867,395,2020-06-22,0,6
39868,395,2020-06-21,0,11
39869,395,2020-06-20,0,0
39870,395,2020-06-19,0,9
39871,395,2020-06-18,1,1
39872,395,2020-06-17,0,0
39873,395,2020-06-16,0,0
39874,395,2020-06-15,0,7
39875,395,2020-06-14,0,6
39876,395,2020-06-13,0,0
39877,395,2020-06-12,0,12
39878,395,2020-06-11,0,6
39879,395,2020-06-10,0,2
39880,395,2020-06-09,0,3
39881,395,2020-06-08,0,17
39882,395,2020-06-07,0,0
39883,395,2020-06-06,0,0
39884,395,2020-06-05,0,1
39885,395,2020-06-04,0,0
39886,395,2020-06-03,1,0
39887,395,2020-06-02,1,1
39888,395,2020-06-01,0,0
39889,395,2020-05-31,0,0
39890,395,2020-05-30,0,1
39891,395,2020-05-29,0,0
39892,395,2020-05-28,0,0
39893,395,2020-05-27,0,15
39894,395,2020-05-26,0,20
39895,395,2020-05-25,0,16
39896,395,2020-05-24,0,11
39897,395,2020-05-23,1,1
39898,395,2020-05-22,0,0
39899,395,2020-05-21,0,0
39900,395,2020-05-20,0,0
39901,395,2020-05-19,0,0
39902,395,2020-05-18,0,7
39903,395,2020-05-17,0,1
39904,395,2020-05-16,0,2
39905,395,2020-05-15,0,0
39906,395,2020-05-14,0,1
39907,395,2020-05-13,0,0
39908,395,2020-05-12,0,0
39909,395,2020-05-11,0,0
39910,395,2020-05-10,0,0
39911,395,2020-05-09,0,2
39912,395,2020-05-08,0,0
39913,395,2020-05-07,0,1
39914,395,2020-05-06,0,0
39915,395,2020-05-05,0,0
39916,395,2020-05-04,0,0
39917,395,2020-05-03,0,0
39918,395,2020-05-02,0,1
39919,395,2020-05-01,0,0
39920,395,2020-04-30,0,0
39921,395,2020-04-29,0,0
39922,395,2020-04-28,0,0
39923,395,2020-04-27,0,1
39924,395,2020-04-26,0,0
39925,395,2020-04-25,0,0
39926,395,2020-04-24,0,0
39927,395,2020-04-23,0,0
39928,395,2020-04-22,0,3
39929,395,2020-04-21,0,0
39930,395,2020-04-20,1,1
39931,395,2020-04-19,0,0
39932,395,2020-04-18,0,5
39933,395,2020-04-17,0,0
39934,395,2020-04-16,0,4
39935,395,2020-04-15,0,4
39936,395,2020-04-14,0,0
39937,395,2020-04-13,0,0
39938,395,2020-04-12,0,6
39939,395,2020-04-11,0,0
39940,395,2020-04-10,0,0
39941,395,2020-04-09,0,0
39942,395,2020-04-08,0,0
39943,395,2020-04-07,0,0
39944,395,2020-04-06,0,3
39945,395,2020-04-05,0,0
39946,395,2020-04-04,0,0
39947,395,2020-04-03,0,6
39948,395,2020-04-02,0,0
39949,395,2020-04-01,0,0
39950,395,2020-03-31,1,1
39951,395,2020-03-30,1,4
39952,395,2020-03-29,0,0
39953,395,2020-03-28,0,0
39954,395,2020-03-27,0,4
39955,395,2020-03-26,0,0
39956,395,2020-03-25,0,0
39957,395,2020-03-24,0,0
39958,395,2020-03-23,0,1
39959,396,2020-06-22,0,0
39960,396,2020-06-21,0,0
39961,396,2020-06-20,0,0
39962,396,2020-06-19,0,1
39963,396,2020-06-18,0,0
39964,396,2020-06-17,0,0
39965,396,2020-06-16,0,2
39966,396,2020-06-15,0,0
39967,396,2020-06-14,0,0
39968,396,2020-06-13,0,0
39969,396,2020-06-12,0,0
39970,396,2020-06-11,0,0
39971,396,2020-06-10,0,0
39972,396,2020-06-09,0,0
39973,396,2020-06-08,0,0
39974,396,2020-06-07,0,0
39975,396,2020-06-06,0,0
39976,396,2020-06-05,0,0
39977,396,2020-06-04,0,0
39978,396,2020-06-03,0,0
39979,396,2020-06-02,0,1
39980,396,2020-06-01,0,0
39981,396,2020-05-31,0,0
39982,396,2020-05-30,0,1
39983,396,2020-05-29,0,0
39984,396,2020-05-28,0,0
39985,396,2020-05-27,0,0
39986,396,2020-05-26,0,0
39987,396,2020-05-25,0,0
39988,396,2020-05-24,0,0
39989,396,2020-05-23,0,0
39990,396,2020-05-22,0,0
39991,396,2020-05-21,0,1
39992,396,2020-05-20,0,0
39993,396,2020-05-19,0,0
39994,396,2020-05-18,0,0
39995,396,2020-05-17,0,0
39996,396,2020-05-16,0,0
39997,396,2020-05-15,0,0
39998,396,2020-05-14,0,0
39999,396,2020-05-13,0,0
40000,396,2020-05-12,1,0
40001,396,2020-05-11,0,0
40002,396,2020-05-10,0,0
40003,396,2020-05-09,0,0
40004,396,2020-05-08,0,1
40005,396,2020-05-07,0,1
40006,396,2020-05-06,0,0
40007,396,2020-05-05,0,2
40008,396,2020-05-04,0,4
40009,396,2020-05-03,0,3
40010,396,2020-05-02,0,0
40011,396,2020-05-01,0,0
40012,396,2020-04-30,0,0
40013,396,2020-04-29,0,0
40014,396,2020-04-28,0,0
40015,396,2020-04-27,0,0
40016,396,2020-04-26,0,1
40017,396,2020-04-25,0,1
40018,396,2020-04-24,0,1
40019,396,2020-04-23,0,1
40020,396,2020-04-22,0,3
40021,396,2020-04-21,0,2
40022,396,2020-04-20,0,22
40023,396,2020-04-19,0,3
40024,396,2020-04-18,0,0
40025,396,2020-04-17,0,0
40026,396,2020-04-16,0,0
40027,396,2020-04-15,0,2
40028,396,2020-04-14,0,5
40029,396,2020-04-13,0,3
40030,396,2020-04-12,1,5
40031,396,2020-04-11,0,0
40032,396,2020-04-10,0,1
40033,396,2020-04-09,0,3
40034,396,2020-04-08,0,3
40035,396,2020-04-07,0,10
40036,396,2020-04-06,0,0
40037,396,2020-04-05,0,8
40038,396,2020-04-04,0,16
40039,396,2020-04-03,0,0
40040,396,2020-04-02,0,17
40041,396,2020-04-01,0,16
40042,396,2020-03-31,0,0
40043,396,2020-03-30,3,23
40044,396,2020-03-29,0,16
40045,396,2020-03-28,0,15
40046,396,2020-03-27,0,17
40047,396,2020-03-26,0,19
40048,396,2020-03-25,0,21
40049,396,2020-03-24,0,30
40050,396,2020-03-23,0,12
40051,396,2020-03-22,0,18
40052,396,2020-03-21,1,27
40053,396,2020-03-20,0,0
40054,396,2020-03-19,0,31
40055,396,2020-03-18,0,10
40056,396,2020-03-17,0,8
40057,396,2020-03-16,0,0
40058,396,2020-03-15,0,6
40059,396,2020-03-14,0,4
40060,396,2020-03-13,0,1
40061,396,2020-03-12,0,0
40062,396,2020-03-11,0,3
40063,396,2020-03-09,0,0
40064,396,2020-03-08,0,0
40065,396,2020-03-07,0,1
40066,396,2020-03-06,0,2
40067,396,2020-03-04,0,1
40068,396,2020-03-03,0,1
40069,396,2020-03-02,0,0
40070,396,2020-03-01,0,1
40071,396,2020-02-29,0,5
40072,396,2020-02-28,0,2
40073,396,2020-02-27,0,1
40074,396,2020-02-26,0,1
40075,396,2020-02-25,0,2
40076,396,2020-02-24,0,2
40077,396,2020-02-23,0,0
40078,396,2020-02-22,0,2
40079,396,2020-02-21,0,0
40080,396,2020-02-20,0,2
40081,396,2020-02-19,0,0
40082,396,2020-02-18,0,2
40083,396,2020-02-17,1,2
40084,396,2020-02-16,0,0
40085,396,2020-02-15,0,0
40086,396,2020-02-14,0,0
40087,396,2020-02-13,0,0
40088,396,2020-02-12,0,0
40089,396,2020-02-11,0,0
40090,396,2020-02-10,0,0
40091,396,2020-02-09,0,1
40092,396,2020-02-08,0,1
40093,396,2020-02-07,0,5
40094,396,2020-02-06,0,0
40095,396,2020-02-05,0,1
40096,396,2020-02-04,0,0
40097,396,2020-02-03,0,0
40098,396,2020-02-02,0,0
40099,396,2020-02-01,0,1
40100,396,2020-01-31,0,1
40101,396,2020-01-30,0,0
40102,396,2020-01-29,0,1
40103,396,2020-01-28,0,2
40104,396,2020-01-27,0,2
40105,396,2020-01-26,0,0
40106,396,2020-01-25,0,2
40107,396,2020-01-24,0,0
40108,396,2020-01-23,0,0
40109,396,2020-01-22,0,0
40110,396,2020-01-21,0,1
40111,396,2020-01-20,0,0
40112,396,2020-01-19,0,0
40113,396,2020-01-18,0,0
40114,396,2020-01-17,0,0
40115,396,2020-01-16,0,0
40116,396,2020-01-15,0,0
40117,396,2020-01-14,0,0
40118,396,2020-01-13,0,0
40119,396,2020-01-12,0,0
40120,396,2020-01-11,0,0
40121,396,2020-01-10,0,0
40122,396,2020-01-09,0,0
40123,396,2020-01-08,0,0
40124,396,2020-01-07,0,0
40125,396,2020-01-06,0,0
40126,396,2020-01-05,0,0
40127,396,2020-01-04,0,0
40128,396,2020-01-03,0,0
40129,396,2020-01-02,0,0
40130,396,2020-01-01,0,0
40131,396,2019-12-31,0,0
40132,397,2020-06-22,0,58
40133,397,2020-06-21,1,61
40134,397,2020-06-20,0,59
40135,397,2020-06-19,0,58
40136,397,2020-06-18,1,61
40137,397,2020-06-17,0,63
40138,397,2020-06-16,0,62
40139,397,2020-06-15,0,64
40140,397,2020-06-14,1,69
40141,397,2020-06-13,0,68
40142,397,2020-06-12,1,71
40143,397,2020-06-11,0,73
40144,397,2020-06-10,0,81
40145,397,2020-06-09,0,80
40146,397,2020-06-08,0,76
40147,397,2020-06-07,0,83
40148,397,2020-06-06,0,81
40149,397,2020-06-05,1,189
40150,397,2020-06-04,0,87
40151,397,2020-06-03,0,83
40152,397,2020-06-02,0,123
40153,397,2020-06-01,0,0
40154,397,2020-05-31,0,244
40155,397,2020-05-30,0,0
40156,397,2020-05-29,1,463
40157,397,2020-05-28,0,0
40158,397,2020-05-27,0,0
40159,397,2020-05-26,2,362
40160,397,2020-05-25,0,187
40161,397,2020-05-24,0,201
40162,397,2020-05-23,0,210
40163,397,2020-05-22,0,204
40164,397,2020-05-21,3,207
40165,397,2020-05-20,0,0
40166,397,2020-05-19,2,205
40167,397,2020-05-18,3,202
40168,397,2020-05-17,3,204
40169,397,2020-05-16,4,211
40170,397,2020-05-15,6,106
40171,397,2020-05-14,0,72
40172,397,2020-05-13,2,68
40173,397,2020-05-12,1,49
40174,397,2020-05-11,0,0
40175,397,2020-05-10,8,90
40176,397,2020-05-09,0,61
40177,397,2020-05-08,4,82
40178,397,2020-05-07,3,86
40179,397,2020-05-06,2,63
40180,397,2020-05-05,1,154
40181,397,2020-05-04,2,44
40182,397,2020-05-03,0,17
40183,397,2020-05-02,0,0
40184,397,2020-05-01,0,15
40185,398,2020-06-22,0,1
40186,398,2020-06-21,0,1
40187,398,2020-06-20,0,5
40188,398,2020-06-19,0,0
40189,398,2020-06-18,0,6
40190,398,2020-06-17,0,0
40191,398,2020-06-16,0,0
40192,398,2020-06-15,0,1
40193,398,2020-06-14,0,5
40194,398,2020-06-13,0,4
40195,398,2020-06-12,0,0
40196,398,2020-06-11,0,0
40197,398,2020-06-10,0,6
40198,398,2020-06-09,0,0
40199,398,2020-06-08,0,7
40200,398,2020-06-07,0,8
40201,398,2020-06-06,0,2
40202,398,2020-06-05,0,1
40203,398,2020-06-04,0,18
40204,398,2020-06-03,1,1
40205,398,2020-06-02,0,1
40206,398,2020-06-01,0,0
40207,398,2020-05-31,0,5
40208,398,2020-05-30,0,11
40209,398,2020-05-29,0,11
40210,398,2020-05-28,0,9
40211,398,2020-05-27,0,3
40212,398,2020-05-26,0,0
40213,398,2020-05-25,1,2
40214,398,2020-05-24,0,0
40215,398,2020-05-23,0,3
40216,398,2020-05-22,0,3
40217,398,2020-05-21,0,0
40218,398,2020-05-20,0,3
40219,398,2020-05-19,0,3
40220,398,2020-05-18,0,0
40221,398,2020-05-17,0,3
